id,title,body,accepted_answer_id,answer_count,comment_count,community_owned_date,creation_date,favorite_count,last_activity_date,last_edit_date,last_editor_display_name,last_editor_user_id,owner_display_name,owner_user_id,parent_id,post_type_id,score,tags,view_count
421458,Anonymous users in Rails -- security considerations?,<p>I'm looking at implementing some form of anonymous user system in Rails. I need to let people do things (creating records looking at what they've created etc) without actually creating an account. Once they create an account everything persists without risk of losing it by clearing cookies or something.</p> <p>Right now I'm thinking it's pretty straightforward. Have an is_anonymous field in the User model and use something like this to access the currently logged in user:</p> <pre><code>def find_user session[:user_id] ||= create_new_anonymous_user.id end </code></pre> <p>Assuming the session persists for some reasonable period of time and the session cookie doesn't expire that should keep everything running smoothly.</p> <p>However there is this piece of me that is convinced that I'm missing something security-related. Has anyone done something like this before? Am I missing something super-obvious?</p> <p>Thanks!</p>,430559,4,0,,2009-01-07 18:29:36.987 UTC,6,2009-10-13 15:53:30.493 UTC,,,,Tim Sullivan,722,,1,7,ruby-on-rails|ruby|security|anonymous-users,1208
6513461,How do I get the Video Id from the URL? (DailyMotion),<p>Example: </p> <pre><code>http://www.dailymotion.com/video/x4xvnz_the-funny-crash-compilation_fun </code></pre> <p>How do I get <code>x4xvnz</code>?</p>,6513505,5,0,,2011-06-28 21:46:05.827 UTC,5,2015-09-28 20:35:16.090 UTC,2011-06-28 21:48:50.747 UTC,,218196,user317005,,,1,6,php|regex|preg-match,10301
366517,What is the best resource for learning the features and benefits of windbg?,<p>What is the best resource for learning the features and benefits of windbg? I want to be able to discuss investigate memory issues (handles objects) performance issues etc . . .</p>,366583,6,0,,2008-12-14 12:55:17.050 UTC,9,2008-12-17 22:16:43.700 UTC,2008-12-14 19:29:29.390 UTC,EndangeredMassa,106,ak,4653,,1,4,c#|debugging|windbg,442
586829,Change Color of Button in DataGridView Cell,<p>I have a large DataGridView control that has several cells most of which contain a button. How can I change the color of those buttons?</p> <p>This changes the outline of the button but not the button itself.</p> <pre><code>row.Cells[2].Style.BackColor = System.Drawing.Color.Red; </code></pre> <p>This doesn't seem to change anything that's visible:</p> <pre><code>row.Cells[2].Style.ForeColor = System.Drawing.Color.Red; </code></pre> <p>If it's not possible to change the background is it possible to change the font on the button?</p> <p>Using .NET 2.0.</p>,587365,6,0,,2009-02-25 16:51:32.127 UTC,4,2013-08-02 18:24:56.660 UTC,2009-02-25 17:20:28.017 UTC,Tomas Pajonk,4694,Dave,35229,,1,12,c#|.net|winforms|.net-2.0,28455
461836,Arduino C++ code: can you use virtual functions and exceptions?,<p>Following up on <a href= http://stackoverflow.com/questions/452139/writing-firmware-assembly-or-high-level#452401 >this comment</a> from the question <a href= http://stackoverflow.com/questions/452139/writing-firmware-assembly-or-high-level >Writing firmware: assembly or high level?</a>: </p> <p>When compiling C++ code for the <a href= http://arduino.cc rel= nofollow >Arduino</a> platform can you use virtual functions exceptions etc? Or would you want to (have to) use a subset of C++ (as described in <a href= http://stackoverflow.com/questions/452139/writing-firmware-assembly-or-high-level#452401 >the comment</a>)?</p> <p>Any other caveats when programming for the Arduino platform? </p>,727836,6,0,,2009-01-20 15:44:46.810 UTC,9,2013-03-05 13:22:40.057 UTC,2013-03-05 13:22:40.057 UTC,,4023,brulak,29505,,1,14,c++|arduino|virtual-functions|firmware,9739
333271,Good resources for learning Factor,<p>Having recently come across <a href= http://elasticdog.com/2008/11/beginning-factor-introduction/ >this introduction to Factor</a> I've been a bit curious to learn more. Aside from the official FAQ mentioned there do you have resources for learning the language (as well as the stack-based paradigm if that's the right word) that you've found helpful?</p> <p>As a side note would learning Forth help or is that like comparing C to Python (or what have you)?</p>,338226,6,0,,2008-12-02 07:38:07.727 UTC,18,2014-12-14 15:22:36.970 UTC,2014-12-14 15:22:36.970 UTC,J Cooper,847099,J Cooper,38803,,1,26,factor-lang,3466
267256,Combining multiple SVN repositories into one,<p>After considering the answers to my previous question (<a href= http://stackoverflow.com/questions/252459/one-svn-repository-or-many >One SVN Repository or many?</a>) I've decided to take the 4 or so repositories I have and consolidate them into one. This of course leads to the question <strong>what's the best way to do this?</strong></p> <p>Is there a way to combine two or more repositories maintaining the version history for both?</p> <p>Edit: <em>I should also point out that I'm using Assembla.com which does not provide access to the svnadmin command AFAIK</em></p> <p>Another edit: <em>Does this even matter? If svnadmin works on URLs then it's no problem then.</em></p>,267307,6,1,,2008-11-06 00:18:56.627 UTC,34,2015-05-28 20:31:31.467 UTC,2008-11-06 00:48:50.903 UTC,nickf,9021,nickf,9021,,1,49,svn,36842
490618,Multiple javascript/css files: best practices?,<p>I have about 7 Javascript files now (thanks to various jQuery plugins) and 4-5 CSS files. I'm curious as to what's the best practice for dealing with these including where in the document they should be loaded? YSlow tells me that Javascript files should be--where possible--included at the end. The end of the body? It mentions that the delimeter seems to be whether they write content. All my Javascript files are functions and jQuery code (all done when ready()) so that should be OK.</p> <p>So should I include one CSS and one Javascript file and have those include the rest? Should I concatenate all my files into one? Should I put Javascript my tags at the very end of my document?</p> <p><strong>Edit:</strong> FWIW yes this is PHP.</p>,490686,6,2,,2009-01-29 05:56:37.530 UTC,41,2012-01-14 16:17:27.063 UTC,2012-01-14 16:17:27.063 UTC,cletus,27637,cletus,18393,,1,52,php|javascript|jquery|html|css,18172
126430,Is it possible to change the natural order of columns in Postgres?,<p>Is it possible to change the natural order of columns in Postgres 8.1?</p> <p>I know that you shouldn't rely on column order - it's not <em>essential</em> to what I am doing - I only need it to make some auto-generated stuff come out in a way that is more pleasing so that the field order matches all the way from pgadmin through the back end and out to the front end.</p>,656841,6,0,,2008-09-24 10:39:12.170 UTC,4,2013-03-20 13:10:35.327 UTC,,,,rjmunro,3408,,1,15,postgresql,18296
310479,Good database library/ORM for cocoa development,<p>I am developing a cocoa application that will be making heavy use of both web services and a standard dbms (most likely MySQL) and I am wondering if anyone has a good option for a database library or ORM solution they have used. CoreData is not an option due to the need to support a standard DBMS and to be able to modify the data outside of the normal application operation.</p> <p>I have found a number of possible options from new open source libraries: <a href= http://github.com/aptiva/activerecord/tree/master >http://github.com/aptiva/activerecord/tree/master</a></p> <p>To writing my own wrapper for the C MySQL api.</p> <p>Any advice is welcome</p> <p>Thanks!</p> <p>Paul</p>,468461,6,1,,2008-11-21 22:53:24.057 UTC,4,2009-01-22 08:54:40.693 UTC,,,,paulsnotes,39819,,1,5,objective-c|database|cocoa,6180
596315,Uploading files to Sharepoint (WSS 3.0) document library using HTTP PUT,<p>Hi I have the following piece of code to upload a file to Sharepoint. It uses HTTP PUT:</p> <pre><code>public static string UploadFile(string destUrl string sourcePath) { try { Uri destUri = new Uri(destUrl); FileStream inStream = File.OpenRead(sourcePath); WebRequest req = WebRequest.Create(destUri); req.Method = PUT ; req.Headers.Add( Overwrite  F ); req.Timeout = System.Threading.Timeout.Infinite; req.Credentials = CredentialCache.DefaultCredentials; Stream outStream = req.GetRequestStream(); string status = CopyStream(inStream outStream); if (status == success ) { outStream.Close(); WebResponse ores = req.GetResponse(); return success ; } else { return status; } } catch (WebException we) { return we.Message; } catch (System.Exception ee) { return ee.Message; } } </code></pre> <p>When I run this code I get the exception: </p> <blockquote> <p> The remote server returned an error: (409) Conflict. </p> </blockquote> <p>Does anyone have any ideas as to where I am going wrong?</p> <p>Thanks</p> <p>Alex</p>,2663918,6,4,,2009-02-27 19:46:50.300 UTC,8,2011-12-01 02:41:52.450 UTC,,,,tarbot2009,70772,,1,9,c#|sharepoint|http|upload,21545
368913,What's a good way to serialize Delphi object tree to XML--using RTTI and not custom code?,<p>What's a good way to serialize a Delphi object tree to XML--using RTTI and not custom code?</p> <p>I would have loved to find that this feature is already built into Delphi but it doesn't seem to be.</p> <p>I've found a few components (posted below) that seem like they might perform this function. Have you used any of them or some other offering? Have you built your own? Am I missing something obvious in Delphi?</p>,368972,7,0,,2008-12-15 16:29:22.250 UTC,11,2015-10-01 11:49:58.383 UTC,2015-10-01 11:49:58.383 UTC,Mattias Andersson,650492,Mattias Andersson,32841,,1,11,xml|delphi|serialization|xml-serialization|rtti,8916
491490,How to use jQuery in Firefox Extension,<p>I want to use jQuery inside a firefox extension I imported the library in the xul file like this:</p> <pre><code>&lt;script type= application/x-javascript src= chrome://myExtension/content/jquery.js &gt; &lt;/script&gt; </code></pre> <p>but the $() function is not recognized in the xul file neither do the jQuery().</p> <p>I googled about the problem and found some solutions but no one did work with me: <a href= http://gluei.com/blog/view/using-jquery-inside-your-firefox-extension >http://gluei.com/blog/view/using-jquery-inside-your-firefox-extension</a> <a href= http://forums.mozillazine.org/viewtopic.php?f=19&amp;t=989465 >http://forums.mozillazine.org/viewtopic.php?f=19&amp;t=989465</a></p> <p>I've also tried to pass the 'content.document' object(which refrences the 'document' object) as the context parameter to the jQuery function like this:</p> <pre><code>$('img'content.document); </code></pre> <p>but still not working does any one came across this problem before?</p>,496970,7,2,,2009-01-29 12:52:45.203 UTC,35,2014-05-21 07:34:01.257 UTC,2009-10-06 00:14:25.617 UTC,,41153,user434917,,,1,54,javascript|jquery|firefox|firefox-addon,30320
392349,Modify bound variables of a closure in Python,<p>Is there any way to modify the bound value of one of the variables inside a closure? Look at the example to understand it better.</p> <pre><code>def foo(): var_a = 2 var_b = 3 def _closure(x): return var_a + var_b + x return _closure localClosure = foo() # Local closure is now return 2 + 3 + x a = localClosure(1) # 2 + 3 + 1 == 6 # DO SOME MAGIC HERE TO TURN var_a of the closure into 0 # ...but what magic? Is this even possible? # Local closure is now return 0 + 3 + x b = localClosure(1) # 0 + 3 +1 == 4 </code></pre>,392366,7,0,,2008-12-24 23:38:30.940 UTC,4,2012-01-09 17:25:59.590 UTC,,,,Tanoku,4381,,1,20,python|functional-programming|closures,5616
165404,Resources for 2d game physics,<p>I'm looking for some good references for learning how to model 2d physics in games. I am <strong>not</strong> looking for a library to do it for me - I want to think and learn not blindly use someone else's work.</p> <p>I've done a good bit of Googling and while I've found a few tutorials on GameDev etc. I find their tutorials hard to understand because they are either written poorly or assume a level of mathematical understanding that I don't yet possess.</p> <p>For specifics - I'm looking for how to model a top-down 2d game sort of like a tank combat game - and I want to accurately model (among other things) acceleration and speed heat buildup of 'components' collisions between models and level boundaries and missile-type weapons.</p> <p>Websites recommended books blogs code examples - all are welcome if they will aid understanding. I'm considering using C# and F# to build my game so code examples in either of those languages would be great - but don't let language stop you from posting a good link. =)</p> <p><strong>Edit</strong>: I don't mean that I don't understand math - it's more the case that I don't know what I need to know in order to understand the systems involved and don't really know how to find the resources that will teach me in an understandable way.</p>,165980,8,5,,2008-10-03 02:13:12.097 UTC,42,2011-04-22 08:29:25.060 UTC,2008-10-03 02:41:00.347 UTC,Erik,16942,Erik,16942,,1,42,c#|f#|2d|physics,11636
340528,C# Automatic Properties - Why Do I Have To Write get; set; ?,<p>If both get and set are compulsory in C# automatic properties why do I have to bother specifying get; set; at all?</p>,340682,9,0,,2008-12-04 13:10:50.923 UTC,7,2016-02-14 20:48:45.040 UTC,2008-12-19 10:54:11.363 UTC,AnthonyWJones,17516,sasserstyl,38522,,1,39,c#|c#-3.0|automatic-properties,32443
714108,Cartesian product of arbitrary sets in Java,<p>Do you know some neat Java libaries that allow you to make cartesian product of two (or more) sets? </p> <p>For example: I have three sets. One with objects of class Person second with objects of class Gift and third with objects of class GiftExtension.</p> <p>I want to generate one set containing all possible triples Person-Gift-GiftExtension.</p> <p>The number of sets might vary so I cannot do this in nested foreach loop. Under some conditions my application needs to make a product of Person-Gift pair sometimes it is triple Person-Gift-GiftExtension sometimes there might even be sets Person-Gift-GiftExtension-GiftSecondExtension-GiftThirdExtension etc. </p>,714256,9,5,,2009-04-03 14:17:40.903 UTC,11,2016-05-22 19:05:53.063 UTC,2012-04-21 19:44:09.387 UTC,michael lucas,416926,michael lucas,59666,,1,25,java|cartesian-product,18998
473282,How can I pad an integers with zeros on the left?,<p>How do you left pad an int with zeros in java when converting to a string?</p> <p>I'm basically looking to pad out integers up to 9999 with the leading zeros (e.g. 1 = 0001 ).</p>,473309,10,5,,2009-01-23 15:21:24.670 UTC,84,2016-05-10 17:44:32.450 UTC,2014-08-13 03:07:09.407 UTC,,2371861,Omar Kooheji,20400,,1,565,java|zero-pad,353039
61487,Do you use UML in Agile development practices?,<p>It feels like an artifacts of an earlier days but UML sure does have its use. However agile processes like Extreme Programming advocates embracing changes  does that also means I should make less documents and UML models as well? Since they gives the impression of setting something in stone.</p> <p>Where does UML belongs in an Agile development practice? Other than the preliminary spec documents should I use it at all?</p> <p><strong>EDIT:</strong> Found this: <a href= http://www.agilemodeling.com/artifacts/ >Potential artifacts for agile modeling</a></p>,61519,11,0,,2008-09-14 17:28:29.707 UTC,14,2016-05-21 05:59:11.200 UTC,2008-09-14 17:51:13.567 UTC,chakrit,3055,chakrit,3055,,1,36,documentation|uml|agile,14971
221732,DateTime null value,<p>I've been searching a lot but couldn't find a solution. How do you deal with a DateTime that should be able to contain an uninitialized value (equivalent to null)? I have a class which might have a DateTime property value set or not. I was thinking of initializing the property holder to DateTime.MinValue which then could easily be checked. I guess this is a quite common question how do you do that?</p>,221740,12,0,,2008-10-21 12:54:32.830 UTC,20,2016-01-28 07:45:58.787 UTC,,,,Matthias,16440,,1,156,c#|datetime|null,218943
180401,Placement of the asterisk in pointer declarations,<p>I've recently decided that I just have to finally learn C/C++ and there is one thing I do not really understand about pointers or more precisely their definition.</p> <p>How about these examples:</p> <ol> <li><code>int* test;</code></li> <li><code>int *test;</code></li> <li><code>int * test;</code></li> <li><code>int* testtest2;</code></li> <li><code>int *testtest2;</code></li> <li><code>int * testtest2;</code></li> </ol> <p>Now to my understanding the first three cases are all doing the same: Test is not an int but a pointer to one.</p> <p>The second set of examples is a bit more tricky. In case 4 both test and test2 will be pointers to an int whereas in case 5 only test is a pointer whereas test2 is a real int. What about case 6? Same as case 5?</p>,180409,13,3,,2008-10-07 21:02:43.300 UTC,8,2016-02-01 15:12:21.577 UTC,2016-01-01 20:19:38.113 UTC,Milan Babuskov,63550,Michael Stum,91,,1,42,c++|c|pointers|declaration,16721
51438,Getting A File's Mime Type In Java,<p>I was just wondering how most people fetch a mime type from a file in Java? So far I've tried two utils: <code>JMimeMagic</code> &amp; <code>Mime-Util</code>. </p> <p>The first gave me memory exceptions the second doesn't close its streams off properly. I was just wondering if anyone else had a method/library that they used and worked correctly?</p>,8973468,13,3,,2008-09-09 09:11:06.603 UTC,77,2016-05-26 12:35:24.087 UTC,2014-08-27 06:53:02.757 UTC,,3154233,Lee Theobald,1900,,1,224,java|mime,212683
